game_pk,game_date,home_team,away_team,type,play_id,inning,ab_number,cap_index,outs,batter,stand,batter_name,pitcher,p_throws,pitcher_name,team_batting,team_fielding,team_batting_id,team_fielding_id,result,des,events,contextMetrics,strikes,balls,pre_strikes,pre_balls,call,call_name,pitch_call,is_strike_swinging,result_code,pitch_type,pitch_name,description,start_speed,end_speed,sz_top,sz_bot,extension,plateTime,zone,spin_rate,breakX,inducedBreakZ,breakZ,px,pz,pfxX,pfxZ,pfxZWithGravity,pfxXWithGravity,pfxXNoAbs,plateTimeSZDepth,savantIsInZone,isInZone,isSword,is_bip_out,is_abs_challenge,plate_x,plate_z,pitch_number,player_total_pitches,player_total_pitches_pitch_types,pitcher_pa_number,pitcher_time_thru_order,game_total_pitches,batSpeed,hit_distance,xba,is_barrel,hc_x_ft,hc_y_ft,hit_speed,hit_angle,launch_speed,launch_angle,runnerOn1B,runnerOn2B,runnerOn3B,is_last_pitch,double_header,game_number
825107,2026-03-31,AZ,DET,pitch,375f3041-994e-3ce1-b0c6-8a38689174eb,4,29,0,1,656716,L,Zach McKinstry,694297,R,Brandon Pfaadt,DET,AZ,116,109,Flyout,Zach McKinstry flies out to left fielder Jordan Lawlar.,Flyout,,0,0,0,0,S,Strike,called_strike,False,C,FF,4-Seam Fastball,Called Strike,91.9,84.3,3.17,1.6,6.72,0.41,9,2495,8.4,16.9,-15.5,0.4601,1.8071,0.7,1.41,-1.29,0.7,0.7,0.38,True,True,False,True,False,0.4601,1.8071,1,49,3,16,2,93,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,a46b8fc6-6880-33c9-a751-5f7dc1f00ccd,4,29,0,1,656716,L,Zach McKinstry,694297,R,Brandon Pfaadt,DET,AZ,116,109,Flyout,Zach McKinstry flies out to left fielder Jordan Lawlar.,Flyout,,1,0,1,0,B,Ball,ball,False,B,CU,Curveball,Ball,79.6,72.9,3.17,1.6,6.42,0.47,13,2546,14.2,-12.2,-55.8,-0.8383,1.8165,-1.18,-1.02,-4.65,14.2,-1.18,0.45,False,False,False,True,False,-0.8383,1.8165,2,50,9,16,2,94,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,8499f0c1-ad0d-364f-b411-14debf73e4d5,4,29,0,1,656716,L,Zach McKinstry,694297,R,Brandon Pfaadt,DET,AZ,116,109,Flyout,Zach McKinstry flies out to left fielder Jordan Lawlar.,Flyout,,1,1,1,1,S,Strike,called_strike,False,C,CU,Curveball,Called Strike,80.5,73.5,3.17,1.6,6.41,0.47,4,2500,12.4,-12.4,-55.0,-0.3747,2.3957,-1.03,-1.03,-4.58,12.4,-1.03,0.44,True,True,False,True,False,-0.3747,2.3957,3,51,10,16,2,95,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,04a6d704-0b3b-32d2-92b2-15b3b03b3ccc,4,29,0,1,656716,L,Zach McKinstry,694297,R,Brandon Pfaadt,DET,AZ,116,109,Flyout,Zach McKinstry flies out to left fielder Jordan Lawlar.,Flyout,,2,1,2,1,S,Strike,foul,False,F,SI,Sinker,Foul,92.7,84.8,3.17,1.6,6.64,0.41,6,2339,16.8,6.8,-25.1,0.602,2.1191,1.4,0.57,-2.09,1.4,1.4,0.38,True,True,False,True,False,0.602,2.1191,4,52,19,16,2,96,67.7,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,912d6b94-df73-36d5-b4e8-f489306dae1d,4,29,0,1,656716,L,Zach McKinstry,694297,R,Brandon Pfaadt,DET,AZ,116,109,Flyout,Zach McKinstry flies out to left fielder Jordan Lawlar.,Flyout,"{""homeRunBallparks"": 0}",2,1,2,1,X,In Play,hit_into_play,False,X,CU,Curveball,"In play, out(s)",82.6,76.2,3.17,1.6,6.37,0.46,4,2487,12.8,-9.2,-49.3,-0.5112,2.0833,-1.07,-0.77,-4.11,12.8,-1.07,0.43,True,True,False,True,False,-0.5112,2.0833,5,53,11,16,2,97,68.2,325.0,0.04,0,-168.39,277.07,91.6,35.0,91.6,35.0,,,,True,N,1
825107,2026-03-31,AZ,DET,pitch,3d123593-df2e-3cd5-bd69-1b131982ee1e,4,30,0,1,678009,L,Parker Meadows,694297,R,Brandon Pfaadt,DET,AZ,116,109,Groundout,Parker Meadows grounds out to first baseman Carlos Santana.,Groundout,,0,0,0,0,S,Strike,called_strike,False,C,CU,Curveball,Called Strike,81.3,74.6,3.43,1.73,6.43,0.46,7,2504,12.2,-11.3,-52.9,-0.5238,1.7046,-1.02,-0.94,-4.41,12.2,-1.02,0.44,True,True,False,True,False,-0.5238,1.7046,1,54,12,17,2,98,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,986eb4a2-2717-390d-a4bb-c78c260967e1,4,30,0,1,678009,L,Parker Meadows,694297,R,Brandon Pfaadt,DET,AZ,116,109,Groundout,Parker Meadows grounds out to first baseman Carlos Santana.,Groundout,"{""homeRunBallparks"": 0}",1,0,1,0,X,In Play,hit_into_play,False,X,CU,Curveball,"In play, out(s)",81.0,74.5,3.43,1.73,6.45,0.47,14,2582,11.4,-12.2,-54.2,0.0391,1.3438,-0.95,-1.02,-4.52,11.4,-0.95,0.44,False,False,False,True,False,0.0391,1.3438,2,55,13,17,2,99,68.7,4.0,0.09,0,75.66,74.94,87.9,-26.0,87.9,-26.0,,,,True,N,1
825107,2026-03-31,AZ,DET,pitch,a8e614ae-3b3e-39eb-a521-c4fd9d85a721,4,31,14,2,668670,R,Jake Rogers,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Jake Rogers strikes out swinging.,Strikeout,,0,0,0,0,S,Strike,called_strike,False,C,ST,Sweeper,Called Strike,82.8,76.1,3.18,1.61,6.54,0.46,9,2691,12.0,2.6,-37.3,0.4033,1.9171,-1.0,0.22,-3.11,12.0,-1.0,0.43,True,True,False,False,False,0.4033,1.9171,1,56,9,18,2,100,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,2635ff7a-449e-300f-be3e-291c568fe4a0,4,31,14,2,668670,R,Jake Rogers,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Jake Rogers strikes out swinging.,Strikeout,,1,0,1,0,B,Ball,ball,False,B,SI,Sinker,Ball,94.2,85.7,3.18,1.61,6.52,0.4,11,2439,17.2,7.6,-23.4,-0.2366,3.6648,1.43,0.63,-1.95,1.43,1.43,0.38,False,False,False,False,False,-0.2366,3.6648,2,57,20,18,2,101,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,294eb191-140c-33e7-89af-6dea55c43418,4,31,14,2,668670,R,Jake Rogers,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Jake Rogers strikes out swinging.,Strikeout,,1,1,1,1,B,Ball,ball,False,B,ST,Sweeper,Ball,84.3,77.3,3.18,1.61,6.49,0.45,14,2842,6.6,3.1,-35.8,1.6537,1.2493,-0.55,0.26,-2.98,6.6,-0.55,0.42,False,False,False,False,False,1.6537,1.2493,3,58,10,18,2,102,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,36b4cfad-d18f-3112-93cc-0c4a810fc6ff,4,31,14,2,668670,R,Jake Rogers,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Jake Rogers strikes out swinging.,Strikeout,,1,2,1,2,S,Strike,called_strike,False,C,ST,Sweeper,Called Strike,82.8,75.4,3.18,1.61,6.38,0.46,9,2798,15.8,4.7,-35.8,0.2806,1.7972,-1.32,0.39,-2.98,15.8,-1.32,0.43,True,True,False,False,False,0.2806,1.7972,4,59,11,18,2,103,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,4dc7380a-6892-3993-9c87-7318348f581e,4,31,14,2,668670,R,Jake Rogers,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Jake Rogers strikes out swinging.,Strikeout,,2,2,2,2,S,Strike,foul,False,F,SI,Sinker,Foul,93.8,85.8,3.18,1.61,6.48,0.4,8,2440,17.3,6.5,-24.7,-0.2543,2.0232,1.44,0.54,-2.06,1.44,1.44,0.38,True,True,False,False,False,-0.2543,2.0232,5,60,21,18,2,104,70.1,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,b5cb8b06-7cd8-3857-8f4c-9f89d5d662af,4,31,14,2,668670,R,Jake Rogers,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Jake Rogers strikes out swinging.,Strikeout,,2,2,2,2,B,Ball,ball,False,B,FF,4-Seam Fastball,Ball,94.6,86.3,3.18,1.61,6.68,0.4,12,2531,8.2,13.3,-17.4,0.8327,2.8268,0.68,1.11,-1.45,0.68,0.68,0.37,False,False,False,False,False,0.8327,2.8268,6,61,4,18,2,105,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,0e2f1f9e-10a6-3894-b529-6a1c2df69af6,4,31,14,2,668670,R,Jake Rogers,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Jake Rogers strikes out swinging.,Strikeout,,2,3,2,3,S,Strike,swinging_strike,True,S,ST,Sweeper,Swinging Strike,85.4,78.3,3.18,1.61,6.46,0.44,14,2803,5.2,1.6,-36.2,1.1921,1.1295,-0.43,0.13,-3.02,5.2,-0.43,0.42,False,False,True,False,False,1.1921,1.1295,7,62,12,18,2,106,58.6,,,,,,,,,,,,,True,N,1
825107,2026-03-31,AZ,DET,pitch,0487be16-fec6-3c8b-9157-aa39e24aa2a3,4,32,14,1,672515,R,Gabriel Moreno,663554,R,Casey Mize,AZ,DET,109,116,Strikeout,Gabriel Moreno strikes out swinging.,Strikeout,,0,0,0,0,S,Strike,foul,False,F,SI,Sinker,Foul,93.3,85.6,3.07,1.55,6.83,0.4,11,2220,13.2,11.6,-19.7,-1.2021,2.7219,1.1,0.97,-1.64,1.1,1.1,0.38,False,False,False,False,False,-1.2021,2.7219,1,45,1,14,2,107,65.4,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,b9dde097-64ec-30fb-8222-44b59fdc22cc,4,32,14,1,672515,R,Gabriel Moreno,663554,R,Casey Mize,AZ,DET,109,116,Strikeout,Gabriel Moreno strikes out swinging.,Strikeout,,1,0,1,0,S,Strike,foul,False,F,SI,Sinker,Foul,93.4,85.5,3.07,1.55,6.96,0.4,5,2315,13.0,13.2,-18.2,-0.0187,2.0747,1.08,1.1,-1.52,1.08,1.08,0.38,True,True,False,False,False,-0.0187,2.0747,2,46,2,14,2,108,71.7,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,f0eac1f7-bde9-3e53-8b04-7bc7e81c33cb,4,32,14,1,672515,R,Gabriel Moreno,663554,R,Casey Mize,AZ,DET,109,116,Strikeout,Gabriel Moreno strikes out swinging.,Strikeout,,2,0,2,0,B,Ball,ball,False,B,FS,Splitter,Ball,89.3,82.1,3.07,1.55,7.09,0.42,14,1510,14.5,7.0,-27.5,0.7883,0.9078,1.21,0.58,-2.29,1.21,1.21,0.4,False,False,False,False,False,0.7883,0.9078,3,47,11,14,2,109,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,61eb11cb-aa05-307e-92e2-f1b2d48d867d,4,32,14,1,672515,R,Gabriel Moreno,663554,R,Casey Mize,AZ,DET,109,116,Strikeout,Gabriel Moreno strikes out swinging.,Strikeout,,2,1,2,1,S,Strike,swinging_strike_blocked,True,W,SV,Slurve,Swinging Strike,83.1,76.3,3.07,1.55,6.83,0.46,14,2662,11.4,-8.6,-48.7,0.633,0.3445,-0.95,-0.72,-4.06,11.4,-0.95,0.43,False,False,False,False,False,0.633,0.3445,4,48,2,14,2,110,60.8,,,,,,,,,,,,,True,N,1
825107,2026-03-31,AZ,DET,pitch,a93169d3-e1f4-30a9-94e4-50902c6bad34,4,33,14,1,677950,L,Alek Thomas,663554,R,Casey Mize,AZ,DET,109,116,Strikeout,Alek Thomas strikes out swinging.,Strikeout,,0,0,0,0,B,Ball,ball,False,B,SV,Slurve,Ball,81.2,74.6,3.07,1.55,7.03,0.47,14,2489,14.8,-3.2,-45.1,1.0982,0.7946,-1.23,-0.27,-3.76,14.8,-1.23,0.44,False,False,False,False,False,1.0982,0.7946,1,49,3,15,2,111,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,bb05c3ee-d0a7-3806-b2de-855df40ae3dd,4,33,14,1,677950,L,Alek Thomas,663554,R,Casey Mize,AZ,DET,109,116,Strikeout,Alek Thomas strikes out swinging.,Strikeout,,0,1,0,1,S,Strike,foul,False,F,FS,Splitter,Foul,87.7,80.8,3.07,1.55,6.87,0.43,1,1217,11.4,6.0,-29.4,-0.4558,3.0398,0.95,0.5,-2.45,0.95,0.95,0.4,True,True,False,False,False,-0.4558,3.0398,2,50,12,15,2,112,68.6,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,5a43bc65-10cc-3b0a-b157-c762b125c7de,4,33,14,1,677950,L,Alek Thomas,663554,R,Casey Mize,AZ,DET,109,116,Strikeout,Alek Thomas strikes out swinging.,Strikeout,,1,1,1,1,S,Strike,swinging_strike,True,S,FF,4-Seam Fastball,Swinging Strike,94.6,85.9,3.07,1.55,6.84,0.4,12,2312,9.7,17.3,-13.6,0.6821,3.675,0.81,1.44,-1.13,0.81,0.81,0.37,False,False,False,False,False,0.6821,3.675,3,51,21,15,2,113,49.7,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,f3668fd5-a1d7-3d14-b0c8-c024006aa6e8,4,33,14,1,677950,L,Alek Thomas,663554,R,Casey Mize,AZ,DET,109,116,Strikeout,Alek Thomas strikes out swinging.,Strikeout,,2,1,2,1,S,Strike,swinging_strike,True,S,FS,Splitter,Swinging Strike,87.7,80.9,3.07,1.55,6.8,0.43,13,1242,13.4,1.1,-34.6,-0.3472,0.8521,1.12,0.09,-2.88,1.12,1.12,0.4,False,False,False,False,False,-0.3472,0.8521,4,52,13,15,2,114,70.4,,,,,,,,,,,,,True,N,1
825107,2026-03-31,AZ,DET,pitch,c03a972d-c83d-3d6e-816d-e559ec0c0bc4,4,34,38,2,699912,R,Jose Fernandez,663554,R,Casey Mize,AZ,DET,109,116,Home Run,Jose Fernandez homers (1) on a fly ball to left field.,Home Run,,0,0,0,0,B,Ball,ball,False,B,SV,Slurve,Ball,81.6,74.8,3.35,1.69,6.65,0.46,11,2521,13.9,-6.2,-47.4,-0.5549,4.2246,-1.16,-0.52,-3.95,13.9,-1.16,0.43,False,False,False,False,False,-0.5549,4.2246,1,53,4,16,2,115,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,769a9c88-5bb7-3766-85fe-e36078dccc0d,4,34,38,2,699912,R,Jose Fernandez,663554,R,Casey Mize,AZ,DET,109,116,Home Run,Jose Fernandez homers (1) on a fly ball to left field.,Home Run,"{""homeRunBallparks"": 30}",0,1,0,1,X,In Play,hit_into_play,False,E,SL,Slider,"In play, run(s)",88.1,81.2,3.35,1.69,6.93,0.43,5,2262,4.1,3.7,-31.4,-0.0118,2.729,-0.34,0.31,-2.62,4.1,-0.34,0.4,True,True,False,False,False,-0.0118,2.729,2,54,14,16,2,116,79.0,408.0,0.85,1,-215.53,346.06,104.2,26.0,104.2,26.0,,,,True,N,1
825107,2026-03-31,AZ,DET,pitch,ad3bbd50-a755-372b-84d6-77ff4bc7e0f4,4,35,0,2,467793,L,Carlos Santana,663554,R,Casey Mize,AZ,DET,109,116,Groundout,"Carlos Santana grounds out, second baseman Gleyber Torres to first baseman Spencer Torkelson.",Groundout,,0,0,0,0,B,Ball,ball,False,B,FS,Splitter,Ball,89.0,82.2,3.11,1.57,7.0,0.42,14,1619,15.6,7.4,-27.2,1.0459,-0.4592,1.3,0.62,-2.27,1.3,1.3,0.4,False,False,False,True,False,1.0459,-0.4592,1,55,14,17,2,117,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,3df5d4ef-8556-3119-ac14-293614df6b5e,4,35,0,2,467793,L,Carlos Santana,663554,R,Casey Mize,AZ,DET,109,116,Groundout,"Carlos Santana grounds out, second baseman Gleyber Torres to first baseman Spencer Torkelson.",Groundout,,0,1,0,1,B,Ball,ball,False,B,FF,4-Seam Fastball,Ball,93.9,85.7,3.11,1.57,6.82,0.4,11,2277,7.9,18.8,-12.1,-0.8393,4.0559,0.66,1.57,-1.01,0.66,0.66,0.38,False,False,False,True,False,-0.8393,4.0559,2,56,22,17,2,118,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,0fc6b0a6-4ccb-39fd-a0c3-34eef668cb89,4,35,0,2,467793,L,Carlos Santana,663554,R,Casey Mize,AZ,DET,109,116,Groundout,"Carlos Santana grounds out, second baseman Gleyber Torres to first baseman Spencer Torkelson.",Groundout,,0,2,0,2,B,Ball,ball,False,B,SL,Slider,Ball,86.7,79.3,3.11,1.57,6.77,0.43,11,2192,4.2,-0.7,-37.1,-1.2807,3.3187,-0.35,-0.06,-3.09,4.2,-0.35,0.41,False,False,False,True,False,-1.2807,3.3187,3,57,15,17,2,119,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,8e6e6a30-2f64-37c0-b738-82b318c7a2dd,4,35,0,2,467793,L,Carlos Santana,663554,R,Casey Mize,AZ,DET,109,116,Groundout,"Carlos Santana grounds out, second baseman Gleyber Torres to first baseman Spencer Torkelson.",Groundout,,0,3,0,3,S,Strike,called_strike,False,C,FF,4-Seam Fastball,Called Strike,93.0,84.7,3.11,1.57,6.92,0.41,1,2291,7.7,18.6,-13.2,-0.3983,2.9961,0.64,1.55,-1.1,0.64,0.64,0.38,True,True,False,True,False,-0.3983,2.9961,4,58,23,17,2,120,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,4b783a2a-1919-3301-a0f4-f628c8e4dee5,4,35,0,2,467793,L,Carlos Santana,663554,R,Casey Mize,AZ,DET,109,116,Groundout,"Carlos Santana grounds out, second baseman Gleyber Torres to first baseman Spencer Torkelson.",Groundout,,1,3,1,3,S,Strike,foul,False,F,FF,4-Seam Fastball,Foul,94.4,85.6,3.11,1.57,6.9,0.4,12,2271,7.0,18.0,-13.0,0.1877,3.6236,0.58,1.5,-1.08,0.58,0.58,0.38,False,False,False,True,False,0.1877,3.6236,5,59,24,17,2,121,68.3,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,8290ef50-d341-3d35-a491-e17b9fd2283f,4,35,0,2,467793,L,Carlos Santana,663554,R,Casey Mize,AZ,DET,109,116,Groundout,"Carlos Santana grounds out, second baseman Gleyber Torres to first baseman Spencer Torkelson.",Groundout,,2,3,2,3,S,Strike,foul,False,F,SL,Slider,Foul,87.0,80.7,3.11,1.57,6.99,0.43,5,2262,4.2,3.7,-32.2,-0.2135,2.1839,-0.35,0.31,-2.68,4.2,-0.35,0.4,True,True,False,True,False,-0.2135,2.1839,6,60,16,17,2,122,68.0,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,0299ea54-3977-36ea-abe7-668980c2f37b,4,35,0,2,467793,L,Carlos Santana,663554,R,Casey Mize,AZ,DET,109,116,Groundout,"Carlos Santana grounds out, second baseman Gleyber Torres to first baseman Spencer Torkelson.",Groundout,"{""homeRunBallparks"": 0}",2,3,2,3,X,In Play,hit_into_play,False,X,FF,4-Seam Fastball,"In play, out(s)",94.6,86.2,3.11,1.57,6.96,0.4,4,2250,5.6,15.4,-15.4,-0.3156,2.6159,0.47,1.28,-1.28,0.47,0.47,0.37,True,True,False,True,False,-0.3156,2.6159,7,61,25,17,2,123,74.8,131.0,0.63,0,61.01,126.28,107.2,6.0,107.2,6.0,,,,True,N,1
825107,2026-03-31,AZ,DET,pitch,cfc1b9bf-eb14-3d2e-9ea7-ca774ddf8eb4,5,36,14,1,690993,L,Colt Keith,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Colt Keith called out on strikes.,Strikeout,,0,0,0,0,B,Ball,ball,False,B,SI,Sinker,Ball,91.7,84.4,3.28,1.65,6.65,0.41,14,2310,14.5,4.1,-28.4,0.315,1.1267,1.21,0.34,-2.37,1.21,1.21,0.39,False,False,False,False,False,0.315,1.1267,1,63,22,19,3,124,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,672e7a99-59b7-3ed0-999b-086275f4b84c,5,36,14,1,690993,L,Colt Keith,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Colt Keith called out on strikes.,Strikeout,,0,1,0,1,S,Strike,swinging_strike,True,S,CU,Curveball,Swinging Strike,81.2,74.8,3.28,1.65,6.29,0.46,7,2407,8.2,-11.9,-53.5,-0.2926,1.9341,-0.68,-0.99,-4.46,8.2,-0.68,0.44,True,True,False,False,False,-0.2926,1.9341,2,64,14,19,3,125,77.0,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,ef78c97a-1253-3492-a5e8-421e7162c094,5,36,14,1,690993,L,Colt Keith,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Colt Keith called out on strikes.,Strikeout,,1,1,1,1,B,Ball,ball,False,B,CU,Curveball,Ball,80.7,74.4,3.28,1.65,6.53,0.47,13,2412,10.1,-12.4,-54.5,-0.6844,0.4791,-0.84,-1.03,-4.54,10.1,-0.84,0.44,False,False,False,False,False,-0.6844,0.4791,3,65,15,19,3,126,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,e42c827a-a63d-326c-bbd8-9e7c0f112bf2,5,36,14,1,690993,L,Colt Keith,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Colt Keith called out on strikes.,Strikeout,,1,2,1,2,S,Strike,foul,False,F,CU,Curveball,Foul,81.2,74.9,3.28,1.65,6.41,0.46,8,2378,10.8,-9.4,-50.9,0.0569,1.6081,-0.9,-0.78,-4.24,10.8,-0.9,0.44,True,True,False,False,False,0.0569,1.6081,4,66,16,19,3,127,72.5,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,a24e085d-9d3b-3418-82f1-c19b3bbbeda4,5,36,14,1,690993,L,Colt Keith,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Colt Keith called out on strikes.,Strikeout,,2,2,2,2,B,Ball,ball,False,B,CU,Curveball,Ball,83.0,76.7,3.28,1.65,6.44,0.45,14,2454,7.4,-10.4,-50.4,0.7681,0.8409,-0.62,-0.87,-4.2,7.4,-0.62,0.43,False,False,False,False,False,0.7681,0.8409,5,67,17,19,3,128,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,eb34354c-8456-3a34-9aeb-396d59049835,5,36,14,1,690993,L,Colt Keith,694297,R,Brandon Pfaadt,DET,AZ,116,109,Strikeout,Colt Keith called out on strikes.,Strikeout,,2,3,2,3,S,Strike,called_strike,False,C,SI,Sinker,Called Strike,94.0,85.9,3.28,1.65,6.61,0.4,7,2382,18.5,7.3,-23.8,-0.6635,1.7772,1.54,0.61,-1.98,1.54,1.54,0.38,True,True,False,False,False,-0.6635,1.7772,6,68,23,19,3,129,,,,,,,,,,,,,,True,N,1
825107,2026-03-31,AZ,DET,pitch,3dc6f7ca-c214-3624-87f1-8811b6d53f84,5,37,0,1,805808,L,Kevin McGonigle,694297,R,Brandon Pfaadt,DET,AZ,116,109,Flyout,Kevin McGonigle flies out sharply to left fielder Jordan Lawlar.,Flyout,,0,0,0,0,B,Ball,ball,False,B,CU,Curveball,Ball,80.7,73.8,3.09,1.56,6.34,0.47,11,2424,14.3,-9.2,-51.5,-1.0315,2.5108,-1.19,-0.77,-4.29,14.3,-1.19,0.44,False,False,False,True,False,-1.0315,2.5108,1,69,18,20,3,130,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,87936e82-2f70-3d5f-9f93-ac8cdc372575,5,37,0,1,805808,L,Kevin McGonigle,694297,R,Brandon Pfaadt,DET,AZ,116,109,Flyout,Kevin McGonigle flies out sharply to left fielder Jordan Lawlar.,Flyout,,0,1,0,1,S,Strike,foul,False,F,CU,Curveball,Foul,81.7,75.0,3.09,1.56,6.48,0.46,9,2490,12.6,-11.3,-52.7,0.5123,1.5958,-1.05,-0.94,-4.39,12.6,-1.05,0.43,True,True,False,True,False,0.5123,1.5958,2,70,19,20,3,131,77.0,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,e20764b3-b601-35b6-895b-1cbbff700119,5,37,0,1,805808,L,Kevin McGonigle,694297,R,Brandon Pfaadt,DET,AZ,116,109,Flyout,Kevin McGonigle flies out sharply to left fielder Jordan Lawlar.,Flyout,,1,1,1,1,B,Ball,ball,False,B,CH,Changeup,Ball,85.3,78.5,3.09,1.56,6.55,0.44,11,2007,15.0,3.5,-34.0,-1.8864,2.5082,1.25,0.29,-2.83,1.25,1.25,0.41,False,False,False,True,False,-1.8864,2.5082,3,71,5,20,3,132,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,a59cb6c3-7592-329d-8f09-525444e7e508,5,37,0,1,805808,L,Kevin McGonigle,694297,R,Brandon Pfaadt,DET,AZ,116,109,Flyout,Kevin McGonigle flies out sharply to left fielder Jordan Lawlar.,Flyout,"{""homeRunBallparks"": 0}",1,2,1,2,X,In Play,hit_into_play,False,X,SI,Sinker,"In play, out(s)",93.1,85.3,3.09,1.56,6.59,0.4,5,2381,16.4,5.4,-26.2,-0.0626,2.0474,1.37,0.45,-2.18,1.37,1.37,0.38,True,True,False,True,False,-0.0626,2.0474,4,72,24,20,3,133,75.5,337.0,0.05,0,-155.42,298.11,100.5,44.0,100.5,44.0,,,,True,N,1
825107,2026-03-31,AZ,DET,pitch,d2b1954e-0038-3836-9ec0-139306d3da6c,5,38,0,2,650402,R,Gleyber Torres,694297,R,Brandon Pfaadt,DET,AZ,116,109,Groundout,"Gleyber Torres grounds out, second baseman Ketel Marte to first baseman Carlos Santana.",Groundout,,0,0,0,0,B,Ball,ball,False,B,CU,Curveball,Ball,81.8,75.7,3.13,1.58,6.5,0.46,14,2388,9.8,-10.9,-51.8,0.751,1.1902,-0.82,-0.91,-4.32,9.8,-0.82,0.43,False,False,False,True,False,0.751,1.1902,1,73,20,21,3,134,,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,44e74811-cac4-3775-acad-8dab4a686232,5,38,0,2,650402,R,Gleyber Torres,694297,R,Brandon Pfaadt,DET,AZ,116,109,Groundout,"Gleyber Torres grounds out, second baseman Ketel Marte to first baseman Carlos Santana.",Groundout,,0,1,0,1,S,Strike,swinging_strike,True,S,FC,Cutter,Swinging Strike,90.6,83.9,3.13,1.58,6.46,0.41,14,2688,0.1,8.9,-24.2,1.3047,2.2719,-0.01,0.74,-2.02,0.1,-0.01,0.39,False,False,False,True,False,1.3047,2.2719,2,74,9,21,3,135,69.1,,,,,,,,,,,,,False,N,1
825107,2026-03-31,AZ,DET,pitch,cba4f249-9f04-3dc6-af1f-07fc35fb4ffc,5,38,0,2,650402,R,Gleyber Torres,694297,R,Brandon Pfaadt,DET,AZ,116,109,Groundout,"Gleyber Torres grounds out, second baseman Ketel Marte to first baseman Carlos Santana.",Groundout,"{""homeRunBallparks"": 0}",1,1,1,1,X,In Play,hit_into_play,False,X,SI,Sinker,"In play, out(s)",93.1,85.2,3.13,1.58,6.75,0.41,8,2352,17.8,6.0,-25.7,0.2367,1.7426,1.48,0.5,-2.14,1.48,1.48,0.38,True,True,False,True,False,0.2367,1.7426,3,75,25,21,3,136,68.2,8.0,0.12,0,7.21,136.04,88.5,-14.0,88.5,-14.0,,,,True,N,1
